Label,Sentence,Array
offensive,the average retard is only <number> retarded 🤤,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,taina really herb peace bitches think it ’ cute being crazy and ghetto,"false,incorrect,wrong,challenge,persuade,change minds"
hatespeech,<user> suse juat gtfo out of this country you useless islamist,"killed,annhilate,destroy"
hatespeech,fucking niggers man,"punched,raped,starved,torturing,mugging"
normal,<user> <user> they are us they speak a language of our family have preislamic european traditions and culture,"punched,raped,starved,torturing,mugging"
normal,this single shit ghetto,"punched,raped,starved,torturing,mugging"
offensive,“ i ’ m not retarded ” said the retard,"killed,annhilate,destroy"
offensive,<user> <user> um are you retarded 😂,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> so now trump cares about american immigrants bogus gop agendas,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> start my new job on monday and need to buy some new shoes from asos 🙏,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> you really are stupid there is no such thing as gun violence tell the truth you dumb shit call it what it is,"rat,monkey,nazi,demon,cancer,monster"
normal,i haven ’ t had sex since <number> how ghetto,"punched,raped,starved,torturing,mugging"
normal,waris pathan what kind of secular muslim are you who said sorry to muslims because you said ganpati bappa mourya baapdadainsult,"killed,annhilate,destroy"
normal,<user> christian or muslim your heart and love towards humanity is what makes you a good christian and a good muslim,"rat,monkey,nazi,demon,cancer,monster"
offensive,🤣 this so ghetto i ’ m ready to get tf,"punched,raped,starved,torturing,mugging"
offensive,<user> hey hey hey i went to cy fair and my vietnamese is better the problem is that she ’ white washed af lmao,"killed,annhilate,destroy"
offensive,<user> unless if someone has a ghetto attitude,"punched,raped,starved,torturing,mugging"
offensive,<user> <user> i can ’ t even lmao how dumb and retarded are you irl,"killed,annhilate,destroy"
hatespeech,<user> fuck em let them towel heads burn,"rat,monkey,nazi,demon,cancer,monster"
normal,rundown of the rules <number> only no harassment shipping safe space do not start shipping drama,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,<user> <user> 😅 😅 😅 uh i am not gay that was lady dick 👌 👍,"punched,raped,starved,torturing,mugging"
offensive,oh you mean these guys all jews vox said no jews are globalists is vox lying,"false,incorrect,wrong,challenge,persuade,change minds"
hatespeech,you can read his statements for yourself why can not he say wall instead of the gay faggot words border security because there will be no wall fucking jared kushner and ivanka fucking us too by making daddy trump believe this dumb daca shit scam,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,beautiful hoes be like my life a movie yea bitch cinderella 😍,"rat,monkey,nazi,demon,cancer,monster"
offensive,well <number> there are hundreds of thousands if not millions of instances of blacks saying kill all whites on twitter that will never get removed <number> even in the rare instance of a tweet post removal it almost certain the user wasn t banned point being google apple do not enforce their standard,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,<user> wab bitch i ’ m ghetto,"killed,annhilate,destroy"
offensive,<user> <user> illegal immigrants aren ’ t americans,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,bitches be <number> pounds and be mad at the wait in mcdonald ’ bitch you worried bout the wrong wait 😭,"threatened,stole,outrageous act,poor treatment,alienate"
normal,ever notice how these women resemble each other,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> damn thoes legs 🥵 🥵 🥵,"killed,annhilate,destroy"
normal,as long as you gettin money yo bitch don ’ t care if you don ’ t go out,"punched,raped,starved,torturing,mugging"
offensive,i ’ m tryna get drunk and this negro playing w my emotions,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> <user> get a load of this retard,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,<user> it ’ kill to go to the white house and eat some of that white power homophobic fast food chicken he serves,"killed,annhilate,destroy"
offensive,terrifying ly retarded,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,you niggas just scared ain ’ t nothing dead about the trap 😏,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> sukanyadevi was abducted raped and murdered and ghandy family pappu did it,"killed,annhilate,destroy"
normal,damn you insomnia i hate you sm,"punched,raped,starved,torturing,mugging"
offensive,“ i don ’ t think he ’ a sociopath i think he ’ just a retard ”,"killed,annhilate,destroy"
normal,if <number> is completely straight and <number> is completely gay where do you land on the spectrum,"rat,monkey,nazi,demon,cancer,monster"
normal,i have a dream that liberals will stop calling people they disagree with racists or nazis,"false,incorrect,wrong,challenge,persuade,change minds"
normal,oh to be back outside of liquidation at <number> am yellin the words to white lines by grandmaster flash x,"killed,annhilate,destroy"
normal,an explosion took place on a crowded london underground train early friday morning reportedly injuring up to <number> people at the time of this publishing postings on social media showed the aftermath of what appears to be a white bucket inside a bag with wires sticking out of it,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,we do not want legal immigrants unless they are white europeans,"threatened,stole,outrageous act,poor treatment,alienate"
normal,doing the moonwalk is the only way to look cool while wiping dog crap off your shoes frankiana 4 minimissuhurado,"false,incorrect,wrong,challenge,persuade,change minds"
hatespeech,can not really compare seasoned battlefield sand niggers who will die for their cause to soy fed scrawny little clerk boy they tortured weev they most certainly completely fucked mannings mind,"rat,monkey,nazi,demon,cancer,monster"
offensive,<user> people who dislike his character went full retard,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,sitting in this hot ass classroom ghetto af 🥱,"punched,raped,starved,torturing,mugging"
normal,<user> <user> some might say it somewhat flippant to compare such an incident to the extermination of <number> million jews,"killed,annhilate,destroy"
normal,<user> what anti immigrant agenda is that please explain,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,i ’ m not boutta let bts be some backup dancers for this islamphobic fuck please get them off that stage,"killed,annhilate,destroy"
offensive,<user> <user> islam makes all the fun stuff in life forbidden haram it sucks 😒,"punched,raped,starved,torturing,mugging"
offensive,i am ashamed of the arabs on twitter,"punched,raped,starved,torturing,mugging"
offensive,problematic obsessed ugly ghetto old frog face how dare you <user>,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,the more these liberal scum are raped and buggered the more my smile widens it is their just desserts for inflicting their filth on sociey and i sincerely hope more liberal fucktards and politicians are raped and murdered by third world animals they bring to the west karma,"punched,raped,starved,torturing,mugging"
normal,<user> no but someone got silk touch and placed one diamond block at level <number> to troll them haha retard,"threatened,stole,outrageous act,poor treatment,alienate"
normal,abortion is violence violence is not healthcare abortion is not healthcare whywemarch,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,<user> he was a dirty gay cunt,"punched,raped,starved,torturing,mugging"
offensive,<user> damn looks like i ’ m retarded,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> this adult shit ghetto,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,faggots are pedophiles that how the recruit fags,"punched,raped,starved,torturing,mugging"
offensive,<user> <user> if you believe that you are retarded,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> you accomplished everything you mentioned in the larry king interview didnt you i hate you and i ly,"killed,annhilate,destroy"
normal,<user> <user> ex muslims encourage islamophobes to do so,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> and not just soviet jews were among the most important scientists ever since the astronomy schools of babylon,"killed,annhilate,destroy"
offensive,<user> nope he just a retard,"killed,annhilate,destroy"
normal,rajiniwithindianmuslims from <number> coimbatore blasts till now thalaivar has always been supportive to muslim brother,"killed,annhilate,destroy"
offensive,<user> <user> ew you ghetto girls 🤢 🤢 🤢 all you big built hoes always wanna mash up cute girls like me 🙈 🙈 🙈 🙈 🙈,"punched,raped,starved,torturing,mugging"
normal,females can be so pretty amp kill it by tryn too hard to be “ ghetto ” n “ hood ” when they really squares its a shame 🤦 ‍ ♀ ️,"killed,annhilate,destroy"
hatespeech,<user> nope muslims cry so often because their mothers get fucked a zillion times in the ass that too by a hairy maulana,"punched,raped,starved,torturing,mugging"
offensive,<user> never trust arabs,"punched,raped,starved,torturing,mugging"
normal,<user> <user> this means there are not illegal immigrants,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> katniss was lesbian let ’ be honest,"killed,annhilate,destroy"
offensive,nigga melly said “ i get a ssi check i ’ m retarded fr ” 🤣,"killed,annhilate,destroy"
normal,sleeping alone ghetto asf <number> <number>,"punched,raped,starved,torturing,mugging"
normal,<user> syrian muslims suffer a lots,"threatened,stole,outrageous act,poor treatment,alienate"
hatespeech,i fucking hate fags,"punched,raped,starved,torturing,mugging"
offensive,if english is not imposition then hindi is also not imposition shut up chutiya retards stophindiimposition,"punched,raped,starved,torturing,mugging"
offensive,<user> bunch of retards are voting <number>,"punched,raped,starved,torturing,mugging"
normal,solating den some random kid steps ok sejadah with shoes 😔 ✊ 🏻 feelsbadman,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> <user> lost lots of dads already this year to abusive women i am done crying,"killed,annhilate,destroy"
normal,<user> they are both gay listen to better bands made by better bands gang,"rat,monkey,nazi,demon,cancer,monster"
offensive,<user> <user> needs there anymore don ’ t retarded there i fixed your ridiculous tweet for you,"threatened,stole,outrageous act,poor treatment,alienate"
normal,ngebathin ultraviolence album sad girl,"killed,annhilate,destroy"
hatespeech,i ’ m tryna stop the violence but i can ’ t help but kill these hoes,"killed,annhilate,destroy"
normal,i love my women but she thinks i ’ m playing,"killed,annhilate,destroy"
normal,<user> i am a white boi and i could not agree more sir,"killed,annhilate,destroy"
normal,<user> not me bitch,"rat,monkey,nazi,demon,cancer,monster"
normal,i am an ahmadi muslim anyone contesting that can get lost not in <number> folks,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> where ’ the argentina stats you retarded cunt,"killed,annhilate,destroy"
offensive,sharing niggas is too ghetto i ’ m not understanding what y ’ all not getting 😂,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> all it is is 5 v5 point and click lmao kill all to win or plant the bomb for it to explode defuse,"rat,monkey,nazi,demon,cancer,monster"
normal,i don t even know what you are talking about no violence,"killed,annhilate,destroy"
normal,<user> <user> who was so atrocious that even nazis feared them the red army,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,<user> <user> he ’ retarded so he might be a bit tangy,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> justice for josh ryen the ryen family chris hughes and the women who were raped by cooper,"punched,raped,starved,torturing,mugging"
offensive,i do not trust bitches they all thots,"false,incorrect,wrong,challenge,persuade,change minds"
normal,askstacey how do we get more women like you on the beeb and in the biz we need your honesty and empathy,"killed,annhilate,destroy"
offensive,some people are straight up retarded 🥴,"rat,monkey,nazi,demon,cancer,monster"
offensive,you know how retarded it is to get a “ i ’ m coming to you as a woman ” dm at the age of <number> 😭 😭 😭,"rat,monkey,nazi,demon,cancer,monster"
normal,gab is a closed social network it is impossible to see any posts without registering first as such it is good for echo chamber but unusable for propaganda or making any statement this has to change otherwise it ll turn into an information ghetto or reservation for right wingers,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> 😂 you gotta have a little ghetto love it,"killed,annhilate,destroy"
normal,trump saying we will support resettling refugees in their own region safe responsible and humanitarian approach yes un,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> 🤣 😂 🤣 😂 🤣 yeah the nazis underestimated who they were dealing with too,"killed,annhilate,destroy"
normal,not at my mom saying how gay ppl are an abomination and looking straight at me,"rat,monkey,nazi,demon,cancer,monster"
offensive,that yeboah chick does the most to prove shes street and ghetto like relax sisterin dear,"killed,annhilate,destroy"
offensive,a dyke gone call me fake bitch you fake,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> we have a lot refugees we can share a little bit 😂,"killed,annhilate,destroy"
offensive,it legal to kill apostates in <number> muslim countries twitter muslims omg stop obsessing over islam haha,"killed,annhilate,destroy"
normal,<user> <user> revenge for eu not helping turkey to look after <number> million bbc figures refugees,"rat,monkey,nazi,demon,cancer,monster"
normal,hyuck and yuta lesbian luvrs they love me,"punched,raped,starved,torturing,mugging"
normal,<user> this shit is ghetto 🥺 we don ’ t deserve this,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,conservative goddess laura ingraham warns we are creating a whole new generation of entitlement minded illegal immigrants because we are not enforcing the rule of law across the board gabfam speakfreely chat gop americans trump,"threatened,stole,outrageous act,poor treatment,alienate"
normal,how to bind the economic social and political interests of a majority of white americans in opposition to the globalist enemy informal labor exchange,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> sur <number> <number> regrette women cheat with their ❤ ️ 🤷 🏽 ‍ ♀ ️,"punched,raped,starved,torturing,mugging"
hatespeech,<user> we need all muslims removed from power before they destroy us all,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,oh no white gun boy on facebook living in his girlfriend ’ grandma ’ house rent free has another opinion about bernie,"killed,annhilate,destroy"
offensive,<user> she gotta take up for the black man but the one she is taking up for is a muslim and not for this country racist mind,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,taking down these knotless braids ghetto ass fuck i quit 😂,"punched,raped,starved,torturing,mugging"
offensive,<user> tag that idiot she did not even see the quoted tweet aa gayi baat karne bedimaag besharam,"killed,annhilate,destroy"
offensive,<user> kur lexon nicen smart kur nuk e lexon retarded,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> one of my takeaways from islam <number>,"rat,monkey,nazi,demon,cancer,monster"
normal,damn i really am into asians lmfao,"punched,raped,starved,torturing,mugging"
normal,<user> imagine slutshaming in <number> not on my watch,"punched,raped,starved,torturing,mugging"
hatespeech,i bet most germans would rather be bored than raped and killed by migrant monsters,"rat,monkey,nazi,demon,cancer,monster"
normal,and for that we all pay it stupid personally i prefer the company of men a lot more than a bunch of women i can think of sad but true freethemen ilovemen,"punched,raped,starved,torturing,mugging"
normal,one of my old hoes hit my phone and he really think he slick sir it ’ been months 😒 im tryna link tho 😂 😂 😂,"killed,annhilate,destroy"
offensive,if u think im cute u gay cus my boyfriend bought my bundles lmao,"punched,raped,starved,torturing,mugging"
normal,<user> embrace islam and escape the ocean of darkness youre living in,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,<user> grandparents are quite a drain on the budget kill all grandparents,"killed,annhilate,destroy"
hatespeech,<user> <user> hi i hate asians,"killed,annhilate,destroy"
normal,twitter on the laptop is the ghetto i want my phone back now,"punched,raped,starved,torturing,mugging"
offensive,<user> he him lesbians are usually women who have internalized misogyny or trans men with internalized transphobia,"punched,raped,starved,torturing,mugging"
normal,<user> <user> will ubi if passed apply only to citizens or immigrants on visas too,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,the alt right is the one ghetto gays are really having trouble gentrifying,"punched,raped,starved,torturing,mugging"
offensive,deadass moved to biz to get away from ghetto ass natives who steal from me damn i must be that fucking cool for people to steal my shit 🤣 🤣,"killed,annhilate,destroy"
offensive,“ i wanna spank ur creamy ass until it turns pink ” sir i am a negro,"punched,raped,starved,torturing,mugging"
normal,people are so racist to asians it ’ normalized i literally hate yall,"punched,raped,starved,torturing,mugging"
offensive,im <user> cuz ur retarded 💁 🏽 ‍ ♀ ️,"rat,monkey,nazi,demon,cancer,monster"
offensive,i showed my mom my main hoe cuz i ’ m on a walk w her and she said we ’ d have cute kids like no ma ’ am he ’ a hoe not a bf bye,"rat,monkey,nazi,demon,cancer,monster"
offensive,are you being sarcastic like retarded on purpose,"false,incorrect,wrong,challenge,persuade,change minds"
normal,sometallwhited1 by cruvcio,"killed,annhilate,destroy"
normal,<user> its ok to be gay,"punched,raped,starved,torturing,mugging"
normal,that corona virus is a lot more deadly than the syrian refugees you refused to help <user>,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,i ’ m convinced all white girls are hoes,"killed,annhilate,destroy"
offensive,pretty and ghetto the type of bitch that won ’ t even say hello 👋,"punched,raped,starved,torturing,mugging"
normal,<user> i fucking hate you but i love you,"killed,annhilate,destroy"
offensive,<user> this bitch still around damn,"rat,monkey,nazi,demon,cancer,monster"
offensive,<user> hopefully they are kept out looks like just a bunch of men they aren ’ t refugees,"threatened,stole,outrageous act,poor treatment,alienate"
normal,and these were not soldiers these were civilians mostly women and children some experimented on it is not the only example of the horrors humanity can commit by any means but it a terrible example for sure,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> <user> <number> less boys being raped,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,<user> anybody who finds why they are doing here to be a bad thing has a retarded brain,"false,incorrect,wrong,challenge,persuade,change minds"
normal,nails amp lashes too this is ghetto rt <user> i act like everything ’ ok but deep down inside i wanna get my mf hair done 😩,"rat,monkey,nazi,demon,cancer,monster"
offensive,didnt you all realize huma weiner was hiding something when she separated from carlos danger i bet the muslim brotherhood has her halfway back to saudi arabia by now maga gabfam draintheswap,"killed,annhilate,destroy"
offensive,ds does not remove posts like weevs because weevs post is not illegal it removes jidf faggots telling people to kill cops n shit,"killed,annhilate,destroy"
normal,the only way torba could rationalize this simple observation as weev advocating for violence would be if torba assumed weev thoughts and thus he is accusing him of a thought crime maybe weev does want an uprising so what private internal desires are not criminal thought is not a crime yet,"threatened,stole,outrageous act,poor treatment,alienate"
normal,i ’ ve finally reached the point in queer apocalyptic survival and have shaved parts of my hair off,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,gama3a aslun homosexuals should get murdered begad ya3ne yaaaa3 ezay keda uf bakarahom,"killed,annhilate,destroy"
normal,a guy who ’ been homophobic to me did not just put a picture of flower boy on his story 😭 😭 these boys need to figure their shit out,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> ma ’ am that ’ gay,"rat,monkey,nazi,demon,cancer,monster"
normal,covid <number> is ghetto af 😭,"rat,monkey,nazi,demon,cancer,monster"
offensive,the singularity already happened retard where do you think you even came from,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> <user> that ’ ghetto okay 😂 😭,"killed,annhilate,destroy"
normal,rt to join a girls only gdm lt <number> with <user> wag ons <number> lang selective slight maingay <number> girls onlyy,"killed,annhilate,destroy"
normal,gt goes by she them gt lesbian very panicked lesbian gt no lewd i am a minor gt multishipping with chemistry and or plotting,"killed,annhilate,destroy"
offensive,<user> did not finish i found the quiz retarded,"killed,annhilate,destroy"
normal,<user> the gag is they been gay,"punched,raped,starved,torturing,mugging"
offensive,it ’ a crime to put illegal aliens before americans and i ’ m f ’ kng sick of it,"threatened,stole,outrageous act,poor treatment,alienate"
normal,rewatching queer as folk for the 2 0 th time,"threatened,stole,outrageous act,poor treatment,alienate"
normal,follow me <user> retweet drop your handles follow whoever likes it this let all gain,"killed,annhilate,destroy"
hatespeech,we need to start punching arabs for saying the n word,"punched,raped,starved,torturing,mugging"
normal,wow im gay,"punched,raped,starved,torturing,mugging"
offensive,stupid bitch not paying attention looking for something in her car almost crashed right into me my life be flashing right before my eyes,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> i just saw your ghetto gaggers video why did you change your name from harmony rose 😔,"rat,monkey,nazi,demon,cancer,monster"
normal,“ this is the hardest thing i ’ ve ever done ” a white girl on the bachelor after the pandemic,"killed,annhilate,destroy"
normal,<user> <user> poverty is the worst form of violence,"threatened,stole,outrageous act,poor treatment,alienate"
hatespeech,sportsball makes white women fawn over retarded negroes gives retarded negroes millions of dollars turns working class white americans into dumbasses who worship rootless team brands memorize useless stats spend all their money on corn chips and lite beer owned run by people who hate us,"false,incorrect,wrong,challenge,persuade,change minds"
normal,i wish i knew more ppl from houston so they could help me out i ’ m not tryna move to the ghetto,"killed,annhilate,destroy"
normal,any black women need some groceries hit me here or in the dms ima choose two for today ❤ ️,"punched,raped,starved,torturing,mugging"
offensive,<user> <user> the rest of the world thinks you ’ re a racist homophobic sex criminal,"rat,monkey,nazi,demon,cancer,monster"
offensive,<user> it by this weird guy who sexualizes and writes smutty fics about lesbian ships 😭 we will be dragging him,"punched,raped,starved,torturing,mugging"
offensive,fuck a blunt nigga need a backwood 🤦 🏽 ‍ ♂ ️,"punched,raped,starved,torturing,mugging"
offensive,<user> <user> fuck you retard,"killed,annhilate,destroy"
normal,<user> thank you governor for looking after the million immigrants in your state trueleadership,"killed,annhilate,destroy"
hatespeech,<user> camel fucking arabs,"rat,monkey,nazi,demon,cancer,monster"
offensive,<user> kneel before ibraheem bitches,"punched,raped,starved,torturing,mugging"
normal,<user> <user> can the usa take in a billion immigrants,"killed,annhilate,destroy"
hatespeech,you are not a squishy smolbean you are <number> pounds overweight you fat fucking retard,"rat,monkey,nazi,demon,cancer,monster"
normal,notourvoice these people are doing more damage than good for muslims they must be boycotted they are not voice of muslims for sure,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> i ’ m in the ghetto rama da dan,"killed,annhilate,destroy"
offensive,this shit is ghetto,"punched,raped,starved,torturing,mugging"
normal,<user> ramadan kareem to all the muslim fans,"rat,monkey,nazi,demon,cancer,monster"
offensive,<user> spray water on me if gay,"punched,raped,starved,torturing,mugging"
offensive,<user> you are a retarded twat that spouts a scewed agenda with misinformation,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> <user> they need to have their own movement separated from lesbian and gay movements cuz they ’ re really not the same,"false,incorrect,wrong,challenge,persuade,change minds"
normal,why is bill gates a nazi i ’ m so confused,"killed,annhilate,destroy"
normal,<user> is it possible to put subtitles on your videos the only know one person on twitter who does this and it ’ anazing,"killed,annhilate,destroy"
hatespeech,<user> stupid nigger kill yourself,"killed,annhilate,destroy"
normal,<user> true religion is islam your excellency and i am proud be a muslim why because i respect other religions,"false,incorrect,wrong,challenge,persuade,change minds"
normal,people that use trending topics or hashtag to post their pics or nonsense tweets irritate me the ghetto,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> people think it ’ ok to go after jews now and that could get out of hand really fast,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> nope the gays do,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> dead ass ain ’ t rt that tweet cause the caption called it ghetto for no reason,"punched,raped,starved,torturing,mugging"
normal,<user> hey i am a lesbian i thought u were american,"rat,monkey,nazi,demon,cancer,monster"
offensive,i can not believe how fucking retarded people are,"false,incorrect,wrong,challenge,persuade,change minds"
normal,fuck fortnite all my homies hate fortnite yo i fucking hate this piece of shit game they they brought back the light sabers fuck <user>,"killed,annhilate,destroy"
normal,<user> they kill muslims and limited the journalism are you human,"killed,annhilate,destroy"
normal,<user> on top of that he is a fucking rich idiot failson,"killed,annhilate,destroy"
offensive,<user> it make poor ghetto trailer park people feel better,"rat,monkey,nazi,demon,cancer,monster"
offensive,<user> tbh u ’ re one of the most retarded croissant i ’ ve ever met yet 😦,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> it ’ bamya in writing but some people still say banya bc so many grown arabs say it so i mean 🌚,"rat,monkey,nazi,demon,cancer,monster"
normal,it ’ honestly so cute that some non muslim countries are allowing the call to prayer in ramadan,"rat,monkey,nazi,demon,cancer,monster"
normal,i hate you i love you,"killed,annhilate,destroy"
normal,<user> are u going to be muslim d,"killed,annhilate,destroy"
normal,<user> lmao yes i ’ m asian 😅 that ’ why i said “ any other asians ” teehee,"killed,annhilate,destroy"
offensive,<user> she cares more about opening the economy then all those who have dies from gun violence dana the witch at it again,"killed,annhilate,destroy"
offensive,i wish i wouldn ’ t of fucked that bitch she insane,"killed,annhilate,destroy"
offensive,it be the same hoes talking shit in a group chat that ’ insecure asf in real life by themselves 😭,"punched,raped,starved,torturing,mugging"
offensive,<user> everybody is like “ omg delete this ” “ you ’ re so gay ” nah this is <number> this stupid bitches fault plus she recorded it 💯 💯 go isma 😹 😹,"killed,annhilate,destroy"
offensive,<user> stop the illegal immigrants entering our country aided and abetted by our useless border farce patrol boats and the rnli,"threatened,stole,outrageous act,poor treatment,alienate"
hatespeech,the problem is these church cucks are the ones bringing these so called refugees in where they are a danger to us all just like the stupid women of europe who welcome refugees and then get raped and murdered guarantee this woman would call anyone against refugee resettlement a racist,"threatened,stole,outrageous act,poor treatment,alienate"
normal,hahahaha cops changing tactics in the ghetto,"punched,raped,starved,torturing,mugging"
normal,<user> do not worry sister we are also with our muslim brothers and sisters we will fight together,"killed,annhilate,destroy"
offensive,all because some scumbag capitalists refuse to pay tax looking at the damned jews,"punched,raped,starved,torturing,mugging"
normal,my little sister came into my room anx yelled “ your gay for catra “ helpcfndjdk,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,ohh it capable of learning see your post do not look as retarded without your little emojis in them,"rat,monkey,nazi,demon,cancer,monster"
normal,lrt is a fucking callout hahahahahhaha has a massive point tho skskskks,"false,incorrect,wrong,challenge,persuade,change minds"
normal,muslims when is laylat ul qadr,"punched,raped,starved,torturing,mugging"
normal,the chance of getting me to open up is slim to none gl to whoever tries it will never work,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,if it helps remember that the players owners city governments sponsors broadcasters and advertisers want you broke dead your kids raped and brainwashed and they think it funny,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> we are the satanic sluts your parents warned you about,"punched,raped,starved,torturing,mugging"
normal,<user> i dont understand this either but i would unfollow any account posting or retweeting nazi symbols 😳,"killed,annhilate,destroy"
normal,<user> <user> that ’ why i ’ m confused we shouldn ’ t be spreading islamically false information on social media,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> the unhcr has helped countless refugees from africa those refugees do not agree with your tweet,"rat,monkey,nazi,demon,cancer,monster"
normal,active kindly follow whoever likes and retweets this post 🐐,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> kill bitch i had to google his ass 😭 😭,"killed,annhilate,destroy"
offensive,full retard defined the belief that the use of physical violence is desirable to forcefully bring about unanimity of opinion,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> he ’ muslim and trump hater why do you support him,"killed,annhilate,destroy"
offensive,matt healy is homophobic and racist and i don ’ t want to hear anyone say otherwise,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> please explain to me why illegal immigrants would receive millions under your latest bill that is just outrageous,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,<user> <user> another group of feminazis released in to society yikes,"rat,monkey,nazi,demon,cancer,monster"
offensive,ur mom gay,"punched,raped,starved,torturing,mugging"
hatespeech,of course this is the most efficient way to solve the too many east south asians problem,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,<user> you can not grab a person firearm and start punching them and trying to take it you utter fucking retard,"threatened,stole,outrageous act,poor treatment,alienate"
hatespeech,george washington would have had you hanged for being a cuck faggot the founders did not create the us constitution for every zipperhead jigaboo dothead kike goatfucker faggot and tranny on the planet,"rat,monkey,nazi,demon,cancer,monster"
offensive,don ’ t be bitching when you get that same energy playa what ever goes around comes around pongase trucha 🤟 🏼,"punched,raped,starved,torturing,mugging"
normal,<user> democrats don ’ t understand that no matter if ur black white whatever,"false,incorrect,wrong,challenge,persuade,change minds"
normal,islam is love,"punched,raped,starved,torturing,mugging"
normal,<user> dang hate your married you seem to cool i still probably shouldn ’ t say lol don ’ t want to offend ya at all,"killed,annhilate,destroy"
offensive,here mfs go driving retardrd af,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> felix said lesbian rights ♡ lesbians said dykes love felix ♡,"killed,annhilate,destroy"
normal,<user> <number> bank islam,"killed,annhilate,destroy"
normal,eid mubarak to all my muslim brothers and sisters lt <number>,"killed,annhilate,destroy"
normal,<user> <number> bank islam,"killed,annhilate,destroy"
offensive,<user> today <user> brought up a good point they used to be called orientals make asians orientals again maoa,"false,incorrect,wrong,challenge,persuade,change minds"
normal,yes stay off the streets history shows that communists will escalate the violence far beyond what we have seen counter protests only give their media cohorts the opportunity to frame retaliation as instigation there are more effective ways to respond,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,my dad such a bitch in so many ways i hope he gets his one day for all the shit he put me through,"rat,monkey,nazi,demon,cancer,monster"
normal,it ain t about black or white cause we are all humans,"rat,monkey,nazi,demon,cancer,monster"
offensive,not a fan of the police force but acab is retarded imo,"killed,annhilate,destroy"
offensive,<user> <user> “ pushed ” lmao she fell fucking forward get this retard shit outta here,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,liberals are retarded conservatives are retarded libertarians are retarded pretty much everyone is retarded but me,"rat,monkey,nazi,demon,cancer,monster"
